GenusSpecies,ConGenus,ConFamily,ConOrder,ConClass,ConPhylum,Superkingdom,GrowthRate,RateUnit,Optimum Temp,TempUnit,AverageVolume,VolumeUnit,Sources,Notes
Halococcus hamelinensis,Halococcus,Halococcaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,4.23E-06,s^-1,37,Celsius,1.05E-18,m^3,"corkrey, fierer, gold, microbe-directory, protraits","246, 1922, 12331, 18701, 18718"
Sulfobacillus thermotolerans,Sulfobacillus,Clostridiales Family XVII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,2.28E-05,s^-1,40,Celsius,2.09E-18,m^3,"corkrey, engqvist, fierer, gold","434, 555, 4086, 12331"
Clostridium aciditolerans,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,3.49E-05,s^-1,35,Celsius,4.33E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","330, 555, 1340, 12331"
Methanogenium marinum,Methanogenium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,4.44E-06,s^-1,25,Celsius,1.39E-18,m^3,"corkrey, engqvist, gold, methanogen","326, 555, 12331, 18632"
Spongiibacter marinus,Spongiibacter,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,1.30E-05,s^-1,28.333,Celsius,6.09E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","227, 555, 2534, 3934, 12331"
Psychromonas ingrahamii,Psychromonas,Psychromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,4.54E-05,s^-1,5,Celsius,1.42E-17,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","555, 3498, 4840, 12331, 13612, 14489, 18701, 18707, 18718, 18723, 18927"
Methanoregula boonei,Methanoregula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,1.44E-06,s^-1,36.333,Celsius,1.49E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2570, 4903, 12331, 13260, 14617, 18661, 18701, 18707, 18718, 18723"
Clostridium tagluense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2.07E-05,s^-1,17.5,Celsius,5.83E-18,m^3,"corkrey, engqvist, fierer, gold","75, 555, 1355, 12331"
Sulfurivirga caldicuralii,Sulfurivirga,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,1.93E-05,s^-1,52.5,Celsius,2.94E-19,m^3,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 80, 555, 4094, 12331"
Verminephrobacter eiseniae,Verminephrobacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,2.09E-05,s^-1,26.5,Celsius,1.72E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","164, 555, 4280, 4865, 12331, 14002, 14499, 18701, 18707, 18718, 18723"
Desulfomicrobium thermophilum,Desulfomicrobium,Desulfomicrobiaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,7.23E-06,s^-1,55,Celsius,8.72E-19,m^3,"corkrey, engqvist, gold","480, 555, 12331"
Sulfurihydrogenibium rodmanii,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,3.69E-06,s^-1,75,Celsius,3.60E-19,m^3,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 178, 555, 4091, 12331"
Methanobacterium arcticum,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,2.23E-06,s^-1,37,Celsius,8.58E-19,m^3,"engqvist, fierer, gold, methanogen","555, 2557, 12331, 18563"
Geosporobacter subterraneus,Geosporobacter,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,8.55E-06,s^-1,42,Celsius,7.53E-19,m^3,"corkrey, engqvist, fierer, gold","90, 555, 1824, 12331"
Nisaea denitrificans,Nisaea,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,3.63E-05,s^-1,30,Celsius,1.40E-18,m^3,"corkrey, engqvist, fierer, gold, pasteur, protraits","374, 555, 2862, 12331, 18718"
Methanobacterium alcaliphilum,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,5.81E-06,s^-1,37,Celsius,3.16E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18562"
Methanoculleus receptaculi,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.67E-06,s^-1,52.5,Celsius,2.05E-18,m^3,"corkrey, engqvist, gold, methanogen","46, 555, 12331, 18621"
Alkalibacterium indicireducens,Alkalibacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,7.06E-05,s^-1,25,Celsius,1.22E-18,m^3,"corkrey, fierer, gold","521, 739, 12331"
Halobacillus mangrovi,Halobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,0.000140336,s^-1,34,Celsius,5.52E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, rrndb","535, 555, 1913, 6839, 12331, 18337, 18723"
Alicyclobacillus acidocaldarius,Alicyclobacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,2.22E-05,s^-1,60.4,Celsius,7.73E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, rrndb","238, 555, 5029, 7637, 12331, 12396, 15024, 15716, 18701, 18707, 18723"
Methanobacterium veterum,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,3.66E-06,s^-1,28,Celsius,7.53E-19,m^3,"corkrey, engqvist, fierer, gold, methanogen","408, 555, 2560, 12331, 18580"
Thermosulfidibacter takaii,Thermosulfidibacter,NA,Aquificales,Aquificae,Aquificae,Bacteria,1.22E-06,s^-1,70,Celsius,4.19E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, rrndb","174, 555, 4201, 6591, 12331, 17845, 18723"
Caldicellulosiruptor hydrothermalis,Caldicellulosiruptor,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,4.25E-06,s^-1,72,Celsius,8.20E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb","5, 555, 1186, 5212, 12331, 15264, 18701, 18707, 18718, 18723"
Caldicellulosiruptor kronotskyensis,Caldicellulosiruptor,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,2.41E-06,s^-1,70,Celsius,8.20E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, protraits, rrndb","5, 555, 1186, 5356, 12331, 15275, 18701, 18718, 18723"
Selenomonas bovis,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,2.24E-05,s^-1,39,Celsius,5.78E-18,m^3,"corkrey, engqvist, fierer, gold, microbe-directory","190, 555, 3760, 12331, 18701"
Methanosarcina horonobensis,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.20E-05,s^-1,37,Celsius,1.04E-17,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","555, 6408, 12331, 13268, 17626, 18671, 18723"
Methanolobus psychrophilus,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.64E-05,s^-1,18,Celsius,1.04E-18,m^3,"corkrey, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, rrndb","323, 5652, 12331, 13258, 16159, 18646, 18701, 18723"
Thiofaba tepidiphila,Thiofaba,Halothiobacillaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria,2.08E-05,s^-1,45,Celsius,7.12E-20,m^3,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 79, 555, 4217, 12331"
Thermoanaerobacter uzonensis,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,3.28E-05,s^-1,61,Celsius,1.64E-18,m^3,"corkrey, engqvist, fierer, gold","356, 555, 4183, 12331"
Balneola alkaliphila,Balneola,Balneolaceae,Balneolales,Balneolia,Balneolaeota,Bacteria,4.36E-05,s^-1,25,Celsius,9.11E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","126, 555, 1056, 12331"
Thalassobaculum salexigens,Thalassobaculum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,2.65E-05,s^-1,30,Celsius,5.26E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur, protraits","232, 555, 4164, 12331, 18718"
Sulfurihydrogenibium kristjanssonii,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,5.35E-06,s^-1,68,Celsius,3.60E-19,m^3,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 179, 555, 4090, 12331"
Desulfovibrio litoralis,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,5.54E-06,s^-1,28,Celsius,4.09E-19,m^3,"corkrey, engqvist, gold","23, 555, 12331"
Methanosphaerula palustris,Methanosphaerula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,5.07E-06,s^-1,30,Celsius,2.88E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 5012, 12331, 13277, 14862, 18682, 18701, 18707, 18718, 18723"
Pseudohaliea rubra,Pseudohaliea,Halieaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,3.37E-05,s^-1,30,Celsius,3.78E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur, patric","124, 555, 1901, 12331, 18707"
Exilispira thermophila,Exilispira,NA,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,6.88E-06,s^-1,50,Celsius,1.07E-18,m^3,"corkrey, fierer, gold","99, 1662, 12331"
Methanobacterium kanagiense,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,2.39E-06,s^-1,40,Celsius,4.48E-19,m^3,"corkrey, engqvist, gold, methanogen","351, 555, 12331, 18572"
Methanolobus profundi,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.93E-05,s^-1,30,Celsius,1.02E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18645"
Methanofollis ethanolicus,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,8.23E-07,s^-1,37,Celsius,1.64E-17,m^3,"gold, methanogen","12331, 18626"
Methanobacterium flexile,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,2.99E-06,s^-1,36.5,Celsius,5.86E-19,m^3,"corkrey, engqvist, gold, methanogen","260, 555, 12331, 18569"
Methanobacterium movens,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,2.47E-06,s^-1,36.5,Celsius,5.33E-19,m^3,"corkrey, engqvist, gold, methanogen","260, 555, 12331, 18569"
Nautilia abyssi,Nautilia,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,6.17E-06,s^-1,60,Celsius,1.84E-19,m^3,"corkrey, engqvist, fierer, gold","478, 555, 2826, 12331"
Kosmotoga shengliensis,Kosmotoga,Kosmotogaceae,Kosmotogales,Thermotogae,Thermotogae,Bacteria,4.86E-06,s^-1,65,Celsius,5.88E-19,m^3,"corkrey, engqvist, fierer, gold","11, 555, 4189, 12331"
Thermodesulfatator atlanticus,Thermodesulfatator,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria,2.50E-06,s^-1,67.5,Celsius,7.15E-19,m^3,"corkrey, engqvist, fierer, gold, microbe-directory","169, 555, 4192, 12331, 18701"
Spirochaeta cellobiosiphila,Spirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,3.12E-05,s^-1,37,Celsius,1.41E-18,m^3,"corkrey, engqvist, fierer, gold, protraits","100, 555, 3925, 12331, 18718"
Oceanotoga teriensis,Oceanotoga,Thermotogaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria,3.33E-06,s^-1,56.5,Celsius,9.94E-19,m^3,"corkrey, fierer, gold","58, 3008, 12331"
Thermotalea metallivorans,Thermotalea,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,3.59E-06,s^-1,53.333,Celsius,1.01E-18,m^3,"corkrey, fierer, gold, patric","158, 4204, 12331, 18707"
Methanoculleus horonobensis,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,7.19E-06,s^-1,39.5,Celsius,2.11E-18,m^3,"engqvist, fierer, gold, methanogen","555, 2565, 12331, 18617"
Methanolobus zinderi,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.86E-06,s^-1,45,Celsius,3.53E-18,m^3,"corkrey, engqvist, gold, methanogen","22, 555, 12331, 18650"
Hydrogenophilus islandicus,Hydrogenophilus,Hydrogenophilaceae,Hydrogenophilales,Hydrogenophilalia,Proteobacteria,Bacteria,1.32E-06,s^-1,55,Celsius,3.10E-19,m^3,"corkrey, engqvist, fierer, gold","166, 555, 2060, 12331"
Methanolinea mesophila,Methanolinea,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.04E-06,s^-1,37,Celsius,3.33E-19,m^3,"engqvist, fierer, methanogen","555, 2567, 18641"
Salinisphaera hydrothermalis,Salinisphaera,Salinisphaeraceae,Salinisphaerales,Gammaproteobacteria,Proteobacteria,Bacteria,4.13E-05,s^-1,32.5,Celsius,9.63E-20,m^3,"corkrey, engqvist, fierer, gold","127, 555, 3726, 12331"
Caloramator boliviensis,Caloramator,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,5.96E-06,s^-1,60,Celsius,4.58E-19,m^3,"corkrey, engqvist, fierer","77, 555, 1195"
Methanocella paludicola,Methanocella,Methanocellaceae,Methanocellales,Methanomicrobia,Euryarchaeota,Archaea,6.30E-07,s^-1,36.6,Celsius,3.10E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, methanogen, microbe-directory, patric, protraits","435, 555, 2563, 5251, 12331, 15074, 18602, 18701, 18707, 18718"
Marinitoga litoralis,Marinitoga,NA,Petrotogales,Thermotogae,Thermotogae,Bacteria,8.36E-06,s^-1,60,Celsius,8.91E-19,m^3,"corkrey, engqvist, fierer, gold","60, 555, 2457, 12331"
Thermoanaerobacter mathranii,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,5.24E-06,s^-1,72.5,Celsius,1.01E-18,m^3,"corkrey, engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, bergeys","243, 555, 5084, 12331, 15175, 18701, 18707, 18718, 18723"
Thiohalobacter thiocyanaticus,Thiohalobacter,NA,NA,Gammaproteobacteria,Proteobacteria,Bacteria,6.25E-06,s^-1,32,Celsius,1.87E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, rrndb","32, 555, 4218, 6934, 12331, 18723"
Nautilia nitratireducens,Nautilia,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,1.43E-05,s^-1,55,Celsius,1.66E-19,m^3,"corkrey, fierer, gold","182, 2827, 12331"
Methanoculleus hydrogenitrophicus,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.65E-06,s^-1,37,Celsius,2.87E-18,m^3,"fierer, methanogen","2566, 18618"
Kosmotoga olearia,Kosmotoga,Kosmotogaceae,Kosmotogales,Thermotogae,Thermotogae,Bacteria,4.95E-06,s^-1,65,Celsius,1.94E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","63, 555, 2173, 5014, 12331, 13113, 14953, 18701, 18707, 18718, 18723"
Methermicoccus shengliensis,Methermicoccus,Methermicoccaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.70E-06,s^-1,65,Celsius,6.43E-19,m^3,"corkrey, engqvist, gold, methanogen","48, 555, 12331, 18700"
Methanocaldococcus villosus,Methanocaldococcus,Methanocaldococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea,4.01E-06,s^-1,80,Celsius,3.53E-18,m^3,"engqvist, gold, methanogen, microbe-directory, patric, protraits","555, 12331, 18599, 18701, 18707, 18718"
Methanospirillum lacunae,Methanospirillum,Methanospirillaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.99E-06,s^-1,30,Celsius,5.70E-18,m^3,"engqvist, fierer, gold, methanogen","555, 2574, 12331, 18684"
Moorella humiferrea,Moorella,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,4.05E-06,s^-1,65,Celsius,4.23E-19,m^3,"corkrey, engqvist, fierer, gold","173, 555, 2716, 12331"
Methanothermobacter tenebrarum,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,5.01E-07,s^-1,70,Celsius,1.51E-18,m^3,"engqvist, fierer, methanogen, protraits","555, 2576, 18690, 18718"
Caldisericum exile,Caldisericum,Caldisericaceae,Caldisericales,Caldisericia,Caldiserica,Bacteria,6.29E-07,s^-1,65,Celsius,4.67E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb","198, 555, 1190, 5559, 12331, 12589, 15702, 18701, 18718, 18723"
Thermoanaerobacter pentosaceus,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,1.67E-06,s^-1,70,Celsius,2.13E-19,m^3,"corkrey, engqvist, fierer","84, 555, 4180"
Methanobacterium petrolearium,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,1.72E-06,s^-1,35,Celsius,2.64E-19,m^3,"corkrey, engqvist, fierer, gold, methanogen","170, 555, 2558, 12331, 18568"
Methanobacterium ferruginis,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,2.60E-06,s^-1,40,Celsius,2.17E-19,m^3,"corkrey, engqvist, fierer, gold, methanogen","170, 555, 2558, 12331, 18568"
Natranaerobius trueperi,Natranaerobius,Natranaerobiaceae,Natranaerobiales,Clostridia,Firmicutes,Bacteria,6.98E-06,s^-1,52,Celsius,6.50E-19,m^3,"corkrey, engqvist, fierer, gold","157, 555, 2812, 12331"
Natronovirga wadinatrunensis,Natronovirga,Natranaerobiaceae,Natranaerobiales,Clostridia,Firmicutes,Bacteria,1.12E-05,s^-1,51.5,Celsius,5.77E-19,m^3,"corkrey, engqvist, fierer, gold","157, 555, 2812, 2823, 12331"
Amphibacillus cookii,Amphibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,3.29E-05,s^-1,39,Celsius,1.03E-18,m^3,"corkrey, engqvist, fierer","537, 555, 782"
Bryocella elongata,Bryocella,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria,5.41E-06,s^-1,22,Celsius,1.46E-18,m^3,"corkrey, engqvist, fierer, gold","520, 555, 1146, 12331"
Methanobacterium lacus,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,4.38E-06,s^-1,30,Celsius,7.09E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, protraits, rrndb","555, 2559, 6242, 12331, 13231, 15353, 18573, 18718, 18723"
Methanoregula formicica,Methanoregula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,5.23E-06,s^-1,31.5,Celsius,4.19E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","555, 2571, 5601, 12331, 13261, 16262, 18662, 18701, 18718, 18723"
Caldanaerobacter subterraneus,Caldanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,3.99E-06,s^-1,73,Celsius,5.09E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","475, 555, 4916, 12331, 12585, 14133, 18701, 18707, 18718, 18723, 18828"
Palaeococcus pacificus,Palaeococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,2.73E-06,s^-1,80,Celsius,1.98E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, rrndb","349, 555, 3113, 6131, 12331, 13474, 16975, 18723"
Paraburkholderia kururiensis,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,8.38E-05,s^-1,30,Celsius,7.98E-19,m^3,"engqvist, gold, microbe-directory, pasteur, patric, bergeys","555, 12331, 18701, 18707"
Thermosulfurimonas dismutans,Thermosulfurimonas,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria,5.96E-06,s^-1,74,Celsius,2.53E-19,m^3,"corkrey, engqvist, fierer, gold","195, 555, 4202, 12331"
Methanosarcina soligelidi,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,9.03E-07,s^-1,28,Celsius,9.02E-18,m^3,"engqvist, fierer, gold, methanogen","555, 2573, 12331, 18676"
Methanobacterium movilense,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,9.87E-07,s^-1,33,Celsius,1.17E-18,m^3,"engqvist, methanogen","555, 18574"
Methanosarcina spelaei,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,6.41E-07,s^-1,33,Celsius,2.83E-17,m^3,"engqvist, methanogen, patric","555, 18677, 18707"
Methanothermobacter crinale,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,4.95E-07,s^-1,65,Celsius,2.79E-19,m^3,"corkrey, engqvist, methanogen","401, 555, 18687"
Halanaerobium sehlinense,Halanaerobium,Halanaerobiaceae,Halanaerobiales,Clostridia,Firmicutes,Bacteria,1.78E-05,s^-1,43,Celsius,2.09E-18,m^3,"corkrey, engqvist, fierer","160, 555, 1895"
Methanosphaera cuniculi,Methanosphaera,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,9.46E-07,s^-1,37.5,Celsius,4.52E-19,m^3,"engqvist, gold, methanogen, patric","555, 12331, 18680, 18707"
Methanosaeta pelagica,Methanosaeta,Methanosaetaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.23E-07,s^-1,30,Celsius,1.29E-18,m^3,"engqvist, methanogen","555, 18665"
Tepidimicrobium xylanilyticum,Tepidimicrobium,NA,NA,Tissierellia,Firmicutes,Bacteria,2.94E-06,s^-1,60,Celsius,1.21E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","197, 555, 4133, 12331"
Thermococcus prieurii,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,1.74E-06,s^-1,80,Celsius,1.59E-18,m^3,"corkrey, fierer","199, 4190"
Sphaerochaeta globosa,Sphaerochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,5.45E-06,s^-1,28.333,Celsius,3.19E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","130, 555, 3837, 5290, 12331, 13755, 15355, 18701, 18707, 18718, 18723"
Sphaerochaeta pleomorpha,Sphaerochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,7.63E-06,s^-1,25.833,Celsius,3.30E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb","130, 555, 3837, 5574, 12331, 13756, 15576, 18701, 18718, 18723"
Galenea microaerophila,Galenea,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,5.77E-05,s^-1,35,Celsius,1.35E-19,m^3,"bacdive-microa, corkrey, engqvist, fierer","1, 493, 555, 1793"
Methanocella conradii,Methanocella,Methanocellaceae,Methanocellales,Methanomicrobia,Euryarchaeota,Archaea,3.21E-06,s^-1,54.375,Celsius,9.90E-20,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5637, 12331, 13244, 15673, 18601, 18701, 18707, 18723"
Methanocella arvoryzae,Methanocella,Methanocellaceae,Methanocellales,Methanomicrobia,Euryarchaeota,Archaea,4.25E-06,s^-1,45,Celsius,4.43E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2562, 4926, 12331, 13243, 14565, 18600, 18701, 18707, 18718, 18723"
Litorilinea aerophila,Litorilinea,Caldilineaceae,Caldilineales,Caldilineae,Chloroflexi,Bacteria,3.40E-06,s^-1,55,Celsius,1.96E-17,m^3,"corkrey, engqvist, fierer, gold","219, 555, 2350, 12331"
Candidatus Nitrosopumilus sediminis,Nitrosopumilus,Nitrosopumilaceae,Nitrosopumilales,NA,Thaumarchaeota,Archaea,4.69E-06,s^-1,25,Celsius,2.41E-20,m^3,"genbank, gold, jemma-refseq, kegg, patric, rrndb, bergeys","6005, 12331, 12649, 16175, 18707, 18723"
Acidithiobacillus ferridurans,Acidithiobacillus,Acidithiobacillaceae,Acidithiobacillales,Acidithiobacillia,Proteobacteria,Bacteria,1.93E-05,s^-1,29,Celsius,1.77E-18,m^3,"corkrey, engqvist, fierer, patric","86, 555, 567, 18707"
Moorella stamsii,Moorella,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,1.61E-07,s^-1,65,Celsius,1.12E-18,m^3,"corkrey, engqvist, fierer","201, 555, 2717"
Methanospirillum stamsii,Methanospirillum,Methanospirillaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,5.00E-05,s^-1,25,Celsius,1.83E-18,m^3,"corkrey, engqvist, fierer, methanogen","450, 555, 2575, 18686"
Methanomethylovorans uponensis,Methanomethylovorans,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,5.14E-06,s^-1,37,Celsius,1.05E-18,m^3,"corkrey, engqvist, methanogen","515, 555, 18654"
Bradyrhizobium diazoefficiens,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,5.53E-06,s^-1,27.6,Celsius,1.29E-18,m^3,"fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","1103, 6139, 7264, 8347, 8398, 8934, 12331, 12558, 14159, 18701, 18707, 18718, 18723, 18821"
